OrderYear,OrderMonth,IsWeekendOrder,Quantity,UnitPrice,TotalPrice,ItemsInCart,CartFillRatio,HasCoupon,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,CouponCode_FREESHIP,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,OrderStatus,IsCancelled,IsReturned,IsCancelledOrReturned
2025,6,0,4,403.58,1614.32,9,0.444,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Pending,0,0,0
2025,5,1,4,464.29,1857.16,5,0.8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Returned,0,1,1
2023,3,0,3,635.98,1907.94,5,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2024,2,1,1,528.06,528.06,2,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2024,4,1,1,515.32,515.32,1,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2025,2,0,4,657.79,2631.16,6,0.667,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2023,10,0,1,153.0,153.0,4,0.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2023,12,1,1,668.48,668.48,1,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Shipped,0,0,0
2024,2,0,2,46.5,93.0,7,0.286,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2024,8,0,5,653.47,3267.35,10,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2025,2,0,1,628.89,628.89,2,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Returned,0,1,1
2024,4,1,2,675.1,1350.2,4,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Pending,0,0,0
2024,7,0,4,89.41,357.64,9,0.444,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Pending,0,0,0
2024,7,0,5,320.01,1600.05,6,0.833,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Delivered,0,0,0
2025,5,1,2,41.0,82.0,7,0.286,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Delivered,0,0,0
2023,3,1,1,565.85,565.85,1,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2024,6,0,3,648.59,1945.77,4,0.75,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Cancelled,1,0,1
2024,7,0,3,68.12,204.36,3,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,6,1,1,616.1,616.1,6,0.167,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Returned,0,1,1
2025,3,1,3,247.47,742.41,4,0.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Delivered,0,0,0
2024,5,0,3,490.74,1472.22,3,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Shipped,0,0,0
2025,2,0,3,531.72,1595.16,7,0.429,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Delivered,0,0,0
2024,1,0,5,648.65,3243.25,7,0.714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Pending,0,0,0
2023,8,0,5,456.06,2280.3,10,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Pending,0,0,0
2023,11,0,1,17.98,17.98,6,0.167,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,3,1,5,269.86,1349.3,6,0.833,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2024,3,1,5,31.96,159.8,5,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Returned,0,1,1
2023,12,0,2,98.47,196.94,3,0.667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2024,3,0,1,158.68,158.68,6,0.167,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2023,8,1,1,613.98,613.98,4,0.25,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Delivered,0,0,0
2024,1,0,3,426.12,1278.36,5,0.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Delivered,0,0,0
2025,2,0,4,629.88,2519.52,8,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Cancelled,1,0,1
2023,10,1,4,228.91,915.64,4,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Shipped,0,0,0
2023,5,0,1,120.98,120.98,6,0.167,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2023,9,1,4,425.18,1700.72,8,0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Returned,0,1,1
2023,8,0,2,333.83,667.66,4,0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Cancelled,1,0,1
2025,5,0,2,492.9,985.8,5,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2023,1,1,1,92.04,92.04,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2023,1,1,1,654.27,654.27,2,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Pending,0,0,0
2023,6,0,1,56.2,56.2,1,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Pending,0,0,0
2024,7,0,4,628.12,2512.48,6,0.667,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Delivered,0,0,0
2024,4,0,3,157.4,472.2,7,0.429,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2023,1,0,4,588.85,2355.4,7,0.571,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Pending,0,0,0
2023,1,0,2,494.78,989.56,2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
2023,10,0,3,663.93,1991.79,6,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Returned,0,1,1
2023,12,0,1,132.68,132.68,1,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Returned,0,1,1
2025,4,0,5,364.28,1821.4,5,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Cancelled,1,0,1
2023,5,1,5,307.98,1539.9,10,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Pending,0,0,0
2024,4,0,4,162.71,650.84,7,0.571,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,9,0,5,492.94,2464.7,10,0.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Shipped,0,0,0
2023,3,0,2,343.99,687.98,4,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Delivered,0,0,0
2025,3,1,5,250.68,1253.4,8,0.625,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2024,12,0,2,362.14,724.28,2,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2024,11,1,1,214.08,214.08,2,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2023,11,1,1,70.32,70.32,4,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Returned,0,1,1
2023,1,0,5,421.42,2107.1,7,0.714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Cancelled,1,0,1
2024,1,0,5,384.69,1923.45,6,0.833,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Pending,0,0,0
2023,6,0,5,448.15,2240.75,7,0.714,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Returned,0,1,1
2024,5,0,5,79.08,395.4,8,0.625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Pending,0,0,0
2023,1,1,4,185.41,741.64,9,0.444,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2024,10,0,5,566.07,2830.35,6,0.833,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Delivered,0,0,0
2023,6,1,2,187.88,375.76,4,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2023,11,0,2,255.99,511.98,4,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Delivered,0,0,0
2024,11,0,1,627.34,627.34,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Delivered,0,0,0
2024,2,0,3,474.14,1422.42,8,0.375,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Shipped,0,0,0
2025,6,1,3,154.37,463.11,4,0.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Delivered,0,0,0
2025,3,0,4,145.05,580.2,6,0.667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Delivered,0,0,0
2023,8,1,4,67.08,268.32,8,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2024,11,1,1,522.08,522.08,5,0.2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Returned,0,1,1
2023,6,0,5,514.6,2573.0,10,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2024,12,0,4,577.82,2311.28,9,0.444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Delivered,0,0,0
2025,2,0,2,500.8,1001.6,3,0.667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Delivered,0,0,0
2023,9,1,2,461.13,922.26,4,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Returned,0,1,1
2024,11,0,1,605.28,605.28,3,0.333,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2024,4,0,3,204.27,612.8100000000001,4,0.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Returned,0,1,1
2023,8,0,1,489.8,489.8,4,0.25,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2024,2,0,5,72.64,363.2,7,0.714,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2025,1,0,2,385.16,770.32,7,0.286,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Pending,0,0,0
2023,6,0,3,606.41,1819.23,7,0.429,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2024,11,0,2,211.82,423.64,4,0.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2024,4,0,5,495.35,2476.75,5,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Pending,0,0,0
2023,6,0,3,556.99,1670.97,4,0.75,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,5,0,1,72.31,72.31,1,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,10,0,5,24.82,124.1,10,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2024,3,0,4,26.04,104.16,5,0.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2024,10,0,1,657.07,657.07,4,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2025,6,1,3,32.62,97.85999999999999,6,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Delivered,0,0,0
2024,5,0,2,228.91,457.82,4,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Shipped,0,0,0
2024,11,0,3,274.75,824.25,3,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2025,5,1,4,634.05,2536.2,6,0.667,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Shipped,0,0,0
2024,7,0,5,543.16,2715.8,6,0.833,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Cancelled,1,0,1
2025,1,0,3,449.13,1347.39,5,0.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2024,6,1,5,389.62,1948.1,7,0.714,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2023,4,0,1,305.17,305.17,3,0.333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2023,6,0,3,445.12,1335.36,8,0.375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Cancelled,1,0,1
2024,12,0,2,230.36,460.72,4,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Returned,0,1,1
2024,3,0,1,96.81,96.81,3,0.333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Cancelled,1,0,1
2025,3,0,5,460.14,2300.7,10,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Returned,0,1,1
2024,10,0,3,601.6,1804.8,7,0.429,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Cancelled,1,0,1
2024,2,0,3,184.47,553.41,4,0.75,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Cancelled,1,0,1
2024,9,0,1,411.34,411.34,5,0.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2024,7,0,1,532.89,532.89,2,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Pending,0,0,0
2024,3,0,3,136.34,409.02,8,0.375,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Returned,0,1,1
2023,10,1,5,476.01,2380.05,7,0.714,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Delivered,0,0,0
2024,11,1,5,236.38,1181.9,7,0.714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2023,6,0,3,396.0,1188.0,4,0.75,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2024,1,0,5,341.96,1709.8,6,0.833,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Delivered,0,0,0
2023,9,1,1,672.89,672.89,1,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Pending,0,0,0
2024,3,0,2,657.48,1314.96,5,0.4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Shipped,0,0,0
2023,8,1,3,498.68,1496.04,4,0.75,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Returned,0,1,1
2023,3,1,5,558.63,2793.15,8,0.625,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Pending,0,0,0
2023,7,0,3,19.73,59.19,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Pending,0,0,0
2023,6,0,5,248.84,1244.2,10,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Cancelled,1,0,1
2024,8,1,3,46.11,138.33,5,0.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2023,5,0,5,678.16,3390.8,7,0.714,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Delivered,0,0,0
2024,4,0,5,601.72,3008.6,5,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Cancelled,1,0,1
2024,4,0,2,259.32,518.64,2,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Delivered,0,0,0
2023,12,0,3,63.68,191.04,6,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2023,10,0,4,371.07,1484.28,7,0.571,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Cancelled,1,0,1
2024,9,1,4,306.35,1225.4,7,0.571,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Shipped,0,0,0
2023,10,1,4,578.27,2313.08,9,0.444,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2023,1,0,1,529.19,529.19,5,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Cancelled,1,0,1
2024,2,0,2,587.49,1174.98,6,0.333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Returned,0,1,1
2024,6,1,4,567.57,2270.28,9,0.444,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2024,4,0,5,85.22,426.1,7,0.714,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Cancelled,1,0,1
2024,8,0,1,438.37,438.37,4,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2023,11,0,2,366.23,732.46,2,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Shipped,0,0,0
2023,1,0,2,150.05,300.1,4,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Cancelled,1,0,1
2023,10,0,4,498.51,1994.04,4,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Shipped,0,0,0
2025,4,0,3,339.39,1018.17,7,0.429,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Returned,0,1,1
2025,1,1,2,575.83,1151.66,3,0.667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Delivered,0,0,0
2023,12,1,2,642.98,1285.96,7,0.286,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Returned,0,1,1
2023,5,0,2,372.23,744.46,7,0.286,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2024,11,0,3,646.34,1939.02,5,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Pending,0,0,0
2024,6,0,5,341.84,1709.2,8,0.625,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Shipped,0,0,0
2024,2,1,3,690.3,2070.9,6,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Shipped,0,0,0
2023,6,0,3,382.37,1147.11,8,0.375,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2023,3,0,2,132.6,265.2,4,0.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2024,1,0,2,189.06,378.12,7,0.286,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Shipped,0,0,0
2023,12,1,4,87.79,351.16,6,0.667,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2025,4,0,2,46.36,92.72,4,0.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Returned,0,1,1
2024,10,1,2,642.04,1284.08,4,0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2024,10,1,2,651.57,1303.14,7,0.286,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2025,2,0,3,424.89,1274.67,6,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2023,1,1,3,438.89,1316.67,3,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2024,4,0,1,72.6,72.6,6,0.167,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2024,12,0,4,194.75,779.0,5,0.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2023,5,0,4,231.26,925.04,6,0.667,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Shipped,0,0,0
2024,8,1,4,327.12,1308.48,4,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2023,5,0,1,466.42,466.42,5,0.2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Pending,0,0,0
2024,7,0,2,253.67,507.34,3,0.667,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Returned,0,1,1
2023,2,1,1,257.0,257.0,5,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Cancelled,1,0,1
2024,4,0,4,539.2,2156.8,8,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Pending,0,0,0
2023,6,0,5,50.74,253.7,7,0.714,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Cancelled,1,0,1
2023,5,0,2,624.16,1248.32,2,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2023,2,0,2,372.92,745.84,7,0.286,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2024,1,0,4,358.75,1435.0,9,0.444,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Delivered,0,0,0
2024,8,0,3,342.02,1026.06,5,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Pending,0,0,0
2025,6,0,2,422.34,844.68,4,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2025,4,0,5,22.07,110.35,7,0.714,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2024,11,1,3,163.13,489.39,5,0.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2023,2,0,3,360.66,1081.98,5,0.6,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2023,8,1,3,463.39,1390.17,3,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2024,1,0,1,155.27,155.27,6,0.167,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Shipped,0,0,0
2023,7,1,3,509.42,1528.26,5,0.6,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2025,5,1,4,652.48,2609.92,5,0.8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2024,9,1,4,34.84,139.36,8,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Shipped,0,0,0
2025,2,0,1,234.37,234.37,5,0.2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Shipped,0,0,0
2023,10,0,3,53.6,160.8,4,0.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Pending,0,0,0
2023,9,0,1,332.09,332.09,5,0.2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2024,3,0,4,593.22,2372.88,8,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Cancelled,1,0,1
2023,8,0,2,444.84,889.68,7,0.286,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2024,7,0,1,24.48,24.48,1,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2024,11,1,3,239.08,717.24,8,0.375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
